Category,State,Year,Month,Value(cents per KWH),state_year_month
Average retail price of electricity , West South Central (total) ,2010,12,10.11, West South Central (total) 201012
Average retail price of electricity , West South Central (total) ,2010,11,10.5, West South Central (total) 201011
Average retail price of electricity , West South Central (total) ,2010,10,10.88, West South Central (total) 201010
Average retail price of electricity , West South Central (total) ,2010,9,10.89, West South Central (total) 20109
Average retail price of electricity , West South Central (total) ,2010,8,10.85, West South Central (total) 20108
Average retail price of electricity , West South Central (total) ,2010,7,10.83, West South Central (total) 20107
Average retail price of electricity , West South Central (total) ,2010,6,10.92, West South Central (total) 20106
Average retail price of electricity , West South Central (total) ,2010,5,11.12, West South Central (total) 20105
Average retail price of electricity , West South Central (total) ,2010,4,11.18, West South Central (total) 20104
Average retail price of electricity , West South Central (total) ,2010,3,10.52, West South Central (total) 20103
Average retail price of electricity , West South Central (total) ,2010,2,10.26, West South Central (total) 20102
Average retail price of electricity , West South Central (total) ,2010,1,10.06, West South Central (total) 20101
Average retail price of electricity , West South Central (total) ,2009,12,10.18, West South Central (total) 200912
Average retail price of electricity , West South Central (total) ,2009,11,10.6, West South Central (total) 200911
Average retail price of electricity , West South Central (total) ,2009,10,10.87, West South Central (total) 200910
Average retail price of electricity , West South Central (total) ,2009,9,10.99, West South Central (total) 20099
Average retail price of electricity , West South Central (total) ,2009,8,10.9, West South Central (total) 20098
Average retail price of electricity , West South Central (total) ,2009,7,11.08, West South Central (total) 20097
Average retail price of electricity , West South Central (total) ,2009,6,11.19, West South Central (total) 20096
Average retail price of electricity , West South Central (total) ,2009,5,11.51, West South Central (total) 20095
Average retail price of electricity , West South Central (total) ,2009,4,11.4, West South Central (total) 20094
Average retail price of electricity , West South Central (total) ,2009,3,11.38, West South Central (total) 20093
Average retail price of electricity , West South Central (total) ,2009,2,11.45, West South Central (total) 20092
Average retail price of electricity , West South Central (total) ,2009,1,11.04, West South Central (total) 20091
Average retail price of electricity , West South Central (total) ,2008,12,11.35, West South Central (total) 200812
Average retail price of electricity , West South Central (total) ,2008,11,12.03, West South Central (total) 200811
Average retail price of electricity , West South Central (total) ,2008,10,12.44, West South Central (total) 200810
Average retail price of electricity , West South Central (total) ,2008,9,12.55, West South Central (total) 20089
Average retail price of electricity , West South Central (total) ,2008,8,12.83, West South Central (total) 20088
Average retail price of electricity , West South Central (total) ,2008,7,12.89, West South Central (total) 20087
Average retail price of electricity , West South Central (total) ,2008,6,12.36, West South Central (total) 20086
Average retail price of electricity , West South Central (total) ,2008,5,11.94, West South Central (total) 20085
Average retail price of electricity , West South Central (total) ,2008,4,11.47, West South Central (total) 20084
Average retail price of electricity , West South Central (total) ,2008,3,10.8, West South Central (total) 20083
Average retail price of electricity , West South Central (total) ,2008,2,10.2, West South Central (total) 20082
Average retail price of electricity , West South Central (total) ,2008,1,10.3, West South Central (total) 20081
Average retail price of electricity , West South Central (total) ,2007,12,10.58, West South Central (total) 200712
Average retail price of electricity , West South Central (total) ,2007,11,10.94, West South Central (total) 200711
Average retail price of electricity , West South Central (total) ,2007,10,11.38, West South Central (total) 200710
Average retail price of electricity , West South Central (total) ,2007,9,11.35, West South Central (total) 20079
Average retail price of electricity , West South Central (total) ,2007,8,11.24, West South Central (total) 20078
Average retail price of electricity , West South Central (total) ,2007,7,11.38, West South Central (total) 20077
Average retail price of electricity , West South Central (total) ,2007,6,11.47, West South Central (total) 20076
Average retail price of electricity , West South Central (total) ,2007,5,11.46, West South Central (total) 20075
Average retail price of electricity , West South Central (total) ,2007,4,11.39, West South Central (total) 20074
Average retail price of electricity , West South Central (total) ,2007,3,11.19, West South Central (total) 20073
Average retail price of electricity , West South Central (total) ,2007,2,10.66, West South Central (total) 20072
Average retail price of electricity , West South Central (total) ,2007,1,10.66, West South Central (total) 20071
Average retail price of electricity , West South Central (total) ,2006,12,10.42, West South Central (total) 200612
Average retail price of electricity , West South Central (total) ,2006,11,11.13, West South Central (total) 200611
Average retail price of electricity , West South Central (total) ,2006,10,11.93, West South Central (total) 200610
Average retail price of electricity , West South Central (total) ,2006,9,12.08, West South Central (total) 20069
Average retail price of electricity , West South Central (total) ,2006,8,11.92, West South Central (total) 20068
Average retail price of electricity , West South Central (total) ,2006,7,11.78, West South Central (total) 20067
Average retail price of electricity , West South Central (total) ,2006,6,11.91, West South Central (total) 20066
Average retail price of electricity , West South Central (total) ,2006,5,11.59, West South Central (total) 20065
Average retail price of electricity , West South Central (total) ,2006,4,11.41, West South Central (total) 20064
Average retail price of electricity , West South Central (total) ,2006,3,10.97, West South Central (total) 20063
Average retail price of electricity , West South Central (total) ,2006,2,10.93, West South Central (total) 20062
Average retail price of electricity , West South Central (total) ,2006,1,10.73, West South Central (total) 20061
Average retail price of electricity , West South Central (total) ,2005,12,10.39, West South Central (total) 200512
Average retail price of electricity , West South Central (total) ,2005,11,10.77, West South Central (total) 200511
Average retail price of electricity , West South Central (total) ,2005,10,10.82, West South Central (total) 200510
Average retail price of electricity , West South Central (total) ,2005,9,10.86, West South Central (total) 20059
Average retail price of electricity , West South Central (total) ,2005,8,10.52, West South Central (total) 20058
Average retail price of electricity , West South Central (total) ,2005,7,10.35, West South Central (total) 20057
Average retail price of electricity , West South Central (total) ,2005,6,10.32, West South Central (total) 20056
Average retail price of electricity , West South Central (total) ,2005,5,9.78, West South Central (total) 20055
Average retail price of electricity , West South Central (total) ,2005,4,9.3, West South Central (total) 20054
Average retail price of electricity , West South Central (total) ,2005,3,9.13, West South Central (total) 20053
Average retail price of electricity , West South Central (total) ,2005,2,8.68, West South Central (total) 20052
Average retail price of electricity , West South Central (total) ,2005,1,8.29, West South Central (total) 20051
Average retail price of electricity , West South Central (total) ,2004,12,8.58, West South Central (total) 200412
Average retail price of electricity , West South Central (total) ,2004,11,8.66, West South Central (total) 200411
Average retail price of electricity , West South Central (total) ,2004,10,9.01, West South Central (total) 200410
Average retail price of electricity , West South Central (total) ,2004,9,9.61, West South Central (total) 20049
Average retail price of electricity , West South Central (total) ,2004,8,9.94, West South Central (total) 20048
Average retail price of electricity , West South Central (total) ,2004,7,9.74, West South Central (total) 20047
Average retail price of electricity , West South Central (total) ,2004,6,9.74, West South Central (total) 20046
Average retail price of electricity , West South Central (total) ,2004,5,9.1, West South Central (total) 20045
Average retail price of electricity , West South Central (total) ,2004,4,8.83, West South Central (total) 20044
Average retail price of electricity , West South Central (total) ,2004,3,8.36, West South Central (total) 20043
Average retail price of electricity , West South Central (total) ,2004,2,7.94, West South Central (total) 20042
Average retail price of electricity , West South Central (total) ,2004,1,7.94, West South Central (total) 20041
Average retail price of electricity , West South Central (total) ,2003,12,7.68, West South Central (total) 200312
Average retail price of electricity , West South Central (total) ,2003,11,8.05, West South Central (total) 200311
Average retail price of electricity , West South Central (total) ,2003,10,8.49, West South Central (total) 200310
Average retail price of electricity , West South Central (total) ,2003,9,8.99, West South Central (total) 20039
Average retail price of electricity , West South Central (total) ,2003,8,9.34, West South Central (total) 20038
Average retail price of electricity , West South Central (total) ,2003,7,9.39, West South Central (total) 20037
Average retail price of electricity , West South Central (total) ,2003,6,9.51, West South Central (total) 20036
Average retail price of electricity , West South Central (total) ,2003,5,8.91, West South Central (total) 20035
Average retail price of electricity , West South Central (total) ,2003,4,8.59, West South Central (total) 20034
Average retail price of electricity , West South Central (total) ,2003,3,8.45, West South Central (total) 20033
Average retail price of electricity , West South Central (total) ,2003,2,7.55, West South Central (total) 20032
Average retail price of electricity , West South Central (total) ,2003,1,7.25, West South Central (total) 20031
Average retail price of electricity , West South Central (total) ,2002,12,7.57, West South Central (total) 200212
Average retail price of electricity , West South Central (total) ,2002,11,7.26, West South Central (total) 200211
Average retail price of electricity , West South Central (total) ,2002,10,7.36, West South Central (total) 200210
Average retail price of electricity , West South Central (total) ,2002,9,7.83, West South Central (total) 20029
Average retail price of electricity , West South Central (total) ,2002,8,7.83, West South Central (total) 20028
Average retail price of electricity , West South Central (total) ,2002,7,8.19, West South Central (total) 20027
Average retail price of electricity , West South Central (total) ,2002,6,8.24, West South Central (total) 20026
Average retail price of electricity , West South Central (total) ,2002,5,7.78, West South Central (total) 20025
Average retail price of electricity , West South Central (total) ,2002,4,7.5, West South Central (total) 20024
Average retail price of electricity , West South Central (total) ,2002,3,7.28, West South Central (total) 20023
Average retail price of electricity , West South Central (total) ,2002,2,7.46, West South Central (total) 20022
Average retail price of electricity , West South Central (total) ,2002,1,7.45, West South Central (total) 20021
Average retail price of electricity , West South Central (total) ,2001,12,7.63, West South Central (total) 200112
Average retail price of electricity , West South Central (total) ,2001,11,7.82, West South Central (total) 200111
Average retail price of electricity , West South Central (total) ,2001,10,8.56, West South Central (total) 200110
Average retail price of electricity , West South Central (total) ,2001,9,8.7, West South Central (total) 20019
Average retail price of electricity , West South Central (total) ,2001,8,8.96, West South Central (total) 20018
Average retail price of electricity , West South Central (total) ,2001,7,8.99, West South Central (total) 20017
Average retail price of electricity , West South Central (total) ,2001,6,9.23, West South Central (total) 20016
Average retail price of electricity , West South Central (total) ,2001,5,8.62, West South Central (total) 20015
Average retail price of electricity , West South Central (total) ,2001,4,8.4, West South Central (total) 20014
Average retail price of electricity , West South Central (total) ,2001,3,8.3, West South Central (total) 20013
Average retail price of electricity , West South Central (total) ,2001,2,7.87, West South Central (total) 20012
Average retail price of electricity , West South Central (total) ,2001,1,7.52, West South Central (total) 20011
Average retail price of electricity , West Virginia ,2017,7,11.6, West Virginia 20177
Average retail price of electricity , West Virginia ,2017,6,11.69, West Virginia 20176
Average retail price of electricity , West Virginia ,2017,5,12.02, West Virginia 20175
Average retail price of electricity , West Virginia ,2017,4,11.87, West Virginia 20174
Average retail price of electricity , West Virginia ,2017,3,11.52, West Virginia 20173
Average retail price of electricity , West Virginia ,2017,2,11.58, West Virginia 20172
Average retail price of electricity , West Virginia ,2017,1,11.31, West Virginia 20171
Average retail price of electricity , West Virginia ,2016,12,11.22, West Virginia 201612
Average retail price of electricity , West Virginia ,2016,11,11.72, West Virginia 201611
Average retail price of electricity , West Virginia ,2016,10,11.89, West Virginia 201610
Average retail price of electricity , West Virginia ,2016,9,11.59, West Virginia 20169
Average retail price of electricity , West Virginia ,2016,8,11.57, West Virginia 20168
Average retail price of electricity , West Virginia ,2016,7,11.19, West Virginia 20167
Average retail price of electricity , West Virginia ,2016,6,11.16, West Virginia 20166
Average retail price of electricity , West Virginia ,2016,5,11.41, West Virginia 20165
Average retail price of electricity , West Virginia ,2016,4,11.29, West Virginia 20164
Average retail price of electricity , West Virginia ,2016,3,11, West Virginia 20163
Average retail price of electricity , West Virginia ,2016,2,10.68, West Virginia 20162
Average retail price of electricity , West Virginia ,2016,1,10.68, West Virginia 20161
Average retail price of electricity , West Virginia ,2015,12,10.43, West Virginia 201512
Average retail price of electricity , West Virginia ,2015,11,10.73, West Virginia 201511
Average retail price of electricity , West Virginia ,2015,10,10.99, West Virginia 201510
Average retail price of electricity , West Virginia ,2015,9,10.79, West Virginia 20159
Average retail price of electricity , West Virginia ,2015,8,10.63, West Virginia 20158
Average retail price of electricity , West Virginia ,2015,7,10.71, West Virginia 20157
Average retail price of electricity , West Virginia ,2015,6,10.47, West Virginia 20156
Average retail price of electricity , West Virginia ,2015,5,10.06, West Virginia 20155
Average retail price of electricity , West Virginia ,2015,4,10.13, West Virginia 20154
Average retail price of electricity , West Virginia ,2015,3,9.63, West Virginia 20153
Average retail price of electricity , West Virginia ,2015,2,9.15, West Virginia 20152
Average retail price of electricity , West Virginia ,2015,1,9.06, West Virginia 20151
Average retail price of electricity , West Virginia ,2014,12,9.09, West Virginia 201412
Average retail price of electricity , West Virginia ,2014,11,9.33, West Virginia 201411
Average retail price of electricity , West Virginia ,2014,10,9.71, West Virginia 201410
Average retail price of electricity , West Virginia ,2014,9,9.52, West Virginia 20149
Average retail price of electricity , West Virginia ,2014,8,9.53, West Virginia 20148
Average retail price of electricity , West Virginia ,2014,7,9.39, West Virginia 20147
Average retail price of electricity , West Virginia ,2014,6,9.57, West Virginia 20146
Average retail price of electricity , West Virginia ,2014,5,9.72, West Virginia 20145
Average retail price of electricity , West Virginia ,2014,4,9.57, West Virginia 20144
Average retail price of electricity , West Virginia ,2014,3,9.25, West Virginia 20143
Average retail price of electricity , West Virginia ,2014,2,9.14, West Virginia 20142
Average retail price of electricity , West Virginia ,2014,1,9.01, West Virginia 20141
Average retail price of electricity , West Virginia ,2013,12,9.08, West Virginia 201312
Average retail price of electricity , West Virginia ,2013,11,9.36, West Virginia 201311
Average retail price of electricity , West Virginia ,2013,10,9.6, West Virginia 201310
Average retail price of electricity , West Virginia ,2013,9,9.64, West Virginia 20139
Average retail price of electricity , West Virginia ,2013,8,9.73, West Virginia 20138
Average retail price of electricity , West Virginia ,2013,7,9.61, West Virginia 20137
Average retail price of electricity , West Virginia ,2013,6,9.74, West Virginia 20136
Average retail price of electricity , West Virginia ,2013,5,10.04, West Virginia 20135
Average retail price of electricity , West Virginia ,2013,4,9.67, West Virginia 20134
Average retail price of electricity , West Virginia ,2013,3,9.48, West Virginia 20133
Average retail price of electricity , West Virginia ,2013,2,9.44, West Virginia 20132
Average retail price of electricity , West Virginia ,2013,1,9.38, West Virginia 20131
Average retail price of electricity , West Virginia ,2012,12,9.63, West Virginia 201212
Average retail price of electricity , West Virginia ,2012,11,9.85, West Virginia 201211
Average retail price of electricity , West Virginia ,2012,10,10.18, West Virginia 201210
Average retail price of electricity , West Virginia ,2012,9,10.04, West Virginia 20129
Average retail price of electricity , West Virginia ,2012,8,9.85, West Virginia 20128
Average retail price of electricity , West Virginia ,2012,7,9.88, West Virginia 20127
Average retail price of electricity , West Virginia ,2012,6,9.92, West Virginia 20126
Average retail price of electricity , West Virginia ,2012,5,10.48, West Virginia 20125
Average retail price of electricity , West Virginia ,2012,4,9.84, West Virginia 20124
Average retail price of electricity , West Virginia ,2012,3,9.85, West Virginia 20123
Average retail price of electricity , West Virginia ,2012,2,9.68, West Virginia 20122
Average retail price of electricity , West Virginia ,2012,1,9.49, West Virginia 20121
Average retail price of electricity , West Virginia ,2011,12,9.47, West Virginia 201112
Average retail price of electricity , West Virginia ,2011,11,9.65, West Virginia 201111
Average retail price of electricity , West Virginia ,2011,10,10.04, West Virginia 201110
Average retail price of electricity , West Virginia ,2011,9,9.89, West Virginia 20119
Average retail price of electricity , West Virginia ,2011,8,9.69, West Virginia 20118
Average retail price of electricity , West Virginia ,2011,7,9.53, West Virginia 20117
Average retail price of electricity , West Virginia ,2011,6,9.42, West Virginia 20116
Average retail price of electricity , West Virginia ,2011,5,9.81, West Virginia 20115
Average retail price of electricity , West Virginia ,2011,4,9.43, West Virginia 20114
Average retail price of electricity , West Virginia ,2011,3,9.11, West Virginia 20113
Average retail price of electricity , West Virginia ,2011,2,8.81, West Virginia 20112
Average retail price of electricity , West Virginia ,2011,1,8.77, West Virginia 20111
Average retail price of electricity , West Virginia ,2010,12,8.77, West Virginia 201012
Average retail price of electricity , West Virginia ,2010,11,9.19, West Virginia 201011
Average retail price of electricity , West Virginia ,2010,10,9.49, West Virginia 201010
Average retail price of electricity , West Virginia ,2010,9,9.29, West Virginia 20109
Average retail price of electricity , West Virginia ,2010,8,9.2, West Virginia 20108
Average retail price of electricity , West Virginia ,2010,7,8.94, West Virginia 20107
Average retail price of electricity , West Virginia ,2010,6,8.65, West Virginia 20106
Average retail price of electricity , West Virginia ,2010,5,8.96, West Virginia 20105
Average retail price of electricity , West Virginia ,2010,4,8.94, West Virginia 20104
Average retail price of electricity , West Virginia ,2010,3,8.43, West Virginia 20103
Average retail price of electricity , West Virginia ,2010,2,8.35, West Virginia 20102
Average retail price of electricity , West Virginia ,2010,1,8.21, West Virginia 20101
Average retail price of electricity , West Virginia ,2009,12,8.02, West Virginia 200912
Average retail price of electricity , West Virginia ,2009,11,8.39, West Virginia 200911
Average retail price of electricity , West Virginia ,2009,10,8.3, West Virginia 200910
Average retail price of electricity , West Virginia ,2009,9,7.98, West Virginia 20099
Average retail price of electricity , West Virginia ,2009,8,7.94, West Virginia 20098
Average retail price of electricity , West Virginia ,2009,7,7.9, West Virginia 20097
Average retail price of electricity , West Virginia ,2009,6,7.97, West Virginia 20096
Average retail price of electricity , West Virginia ,2009,5,8.08, West Virginia 20095
Average retail price of electricity , West Virginia ,2009,4,7.99, West Virginia 20094
Average retail price of electricity , West Virginia ,2009,3,7.74, West Virginia 20093
Average retail price of electricity , West Virginia ,2009,2,7.65, West Virginia 20092
Average retail price of electricity , West Virginia ,2009,1,7.42, West Virginia 20091
Average retail price of electricity , West Virginia ,2008,12,6.93, West Virginia 200812
Average retail price of electricity , West Virginia ,2008,11,7.3, West Virginia 200811
Average retail price of electricity , West Virginia ,2008,10,7.61, West Virginia 200810
Average retail price of electricity , West Virginia ,2008,9,7.44, West Virginia 20089
Average retail price of electricity , West Virginia ,2008,8,7.52, West Virginia 20088
Average retail price of electricity , West Virginia ,2008,7,7.22, West Virginia 20087
Average retail price of electricity , West Virginia ,2008,6,7.07, West Virginia 20086
Average retail price of electricity , West Virginia ,2008,5,7.29, West Virginia 20085
Average retail price of electricity , West Virginia ,2008,4,7.1, West Virginia 20084
Average retail price of electricity , West Virginia ,2008,3,6.73, West Virginia 20083
Average retail price of electricity , West Virginia ,2008,2,6.67, West Virginia 20082
Average retail price of electricity , West Virginia ,2008,1,6.58, West Virginia 20081
Average retail price of electricity , West Virginia ,2007,12,6.74, West Virginia 200712
Average retail price of electricity , West Virginia ,2007,11,7.06, West Virginia 200711
Average retail price of electricity , West Virginia ,2007,10,7.28, West Virginia 200710
Average retail price of electricity , West Virginia ,2007,9,6.98, West Virginia 20079
Average retail price of electricity , West Virginia ,2007,8,7.09, West Virginia 20078
Average retail price of electricity , West Virginia ,2007,7,6.9, West Virginia 20077
Average retail price of electricity , West Virginia ,2007,6,6.73, West Virginia 20076
Average retail price of electricity , West Virginia ,2007,5,6.96, West Virginia 20075
Average retail price of electricity , West Virginia ,2007,4,6.75, West Virginia 20074
Average retail price of electricity , West Virginia ,2007,3,6.35, West Virginia 20073
Average retail price of electricity , West Virginia ,2007,2,6.2, West Virginia 20072
Average retail price of electricity , West Virginia ,2007,1,6.31, West Virginia 20071
Average retail price of electricity , West Virginia ,2006,12,6.23, West Virginia 200612
Average retail price of electricity , West Virginia ,2006,11,6.43, West Virginia 200611
Average retail price of electricity , West Virginia ,2006,10,6.81, West Virginia 200610
Average retail price of electricity , West Virginia ,2006,9,6.77, West Virginia 20069
Average retail price of electricity , West Virginia ,2006,8,6.34, West Virginia 20068
Average retail price of electricity , West Virginia ,2006,7,6.34, West Virginia 20067
Average retail price of electricity , West Virginia ,2006,6,6.44, West Virginia 20066
Average retail price of electricity , West Virginia ,2006,5,6.79, West Virginia 20065
Average retail price of electricity , West Virginia ,2006,4,6.43, West Virginia 20064
Average retail price of electricity , West Virginia ,2006,3,6.16, West Virginia 20063
Average retail price of electricity , West Virginia ,2006,2,6.18, West Virginia 20062
Average retail price of electricity , West Virginia ,2006,1,5.92, West Virginia 20061
Average retail price of electricity , West Virginia ,2005,12,5.92, West Virginia 200512
Average retail price of electricity , West Virginia ,2005,11,6.38, West Virginia 200511
Average retail price of electricity , West Virginia ,2005,10,6.55, West Virginia 200510
Average retail price of electricity , West Virginia ,2005,9,6.33, West Virginia 20059
Average retail price of electricity , West Virginia ,2005,8,6.15, West Virginia 20058
Average retail price of electricity , West Virginia ,2005,7,6.18, West Virginia 20057
Average retail price of electricity , West Virginia ,2005,6,6.41, West Virginia 20056
Average retail price of electricity , West Virginia ,2005,5,6.63, West Virginia 20055
Average retail price of electricity , West Virginia ,2005,4,6.32, West Virginia 20054
Average retail price of electricity , West Virginia ,2005,3,6.19, West Virginia 20053
Average retail price of electricity , West Virginia ,2005,2,6.03, West Virginia 20052
Average retail price of electricity , West Virginia ,2005,1,5.92, West Virginia 20051
Average retail price of electricity , West Virginia ,2004,12,6.01, West Virginia 200412
Average retail price of electricity , West Virginia ,2004,11,6.46, West Virginia 200411
Average retail price of electricity , West Virginia ,2004,10,6.53, West Virginia 200410
Average retail price of electricity , West Virginia ,2004,9,6.39, West Virginia 20049
Average retail price of electricity , West Virginia ,2004,8,6.27, West Virginia 20048
Average retail price of electricity , West Virginia ,2004,7,6.3, West Virginia 20047
Average retail price of electricity , West Virginia ,2004,6,6.36, West Virginia 20046
Average retail price of electricity , West Virginia ,2004,5,6.51, West Virginia 20045
Average retail price of electricity , West Virginia ,2004,4,6.32, West Virginia 20044
Average retail price of electricity , West Virginia ,2004,3,6.19, West Virginia 20043
Average retail price of electricity , West Virginia ,2004,2,5.96, West Virginia 20042
Average retail price of electricity , West Virginia ,2004,1,5.97, West Virginia 20041
Average retail price of electricity , West Virginia ,2003,12,5.96, West Virginia 200312
Average retail price of electricity , West Virginia ,2003,11,6.4, West Virginia 200311
Average retail price of electricity , West Virginia ,2003,10,6.54, West Virginia 200310
Average retail price of electricity , West Virginia ,2003,9,6.34, West Virginia 20039
Average retail price of electricity , West Virginia ,2003,8,6.28, West Virginia 20038
Average retail price of electricity , West Virginia ,2003,7,6.35, West Virginia 20037
Average retail price of electricity , West Virginia ,2003,6,6.51, West Virginia 20036
Average retail price of electricity , West Virginia ,2003,5,6.61, West Virginia 20035
Average retail price of electricity , West Virginia ,2003,4,6.48, West Virginia 20034
Average retail price of electricity , West Virginia ,2003,3,6.15, West Virginia 20033
Average retail price of electricity , West Virginia ,2003,2,5.92, West Virginia 20032
Average retail price of electricity , West Virginia ,2003,1,5.99, West Virginia 20031
Average retail price of electricity , West Virginia ,2002,12,6.06, West Virginia 200212
Average retail price of electricity , West Virginia ,2002,11,6.43, West Virginia 200211
Average retail price of electricity , West Virginia ,2002,10,6.48, West Virginia 200210
Average retail price of electricity , West Virginia ,2002,9,6.25, West Virginia 20029
Average retail price of electricity , West Virginia ,2002,8,6.24, West Virginia 20028
Average retail price of electricity , West Virginia ,2002,7,6.25, West Virginia 20027
Average retail price of electricity , West Virginia ,2002,6,6.53, West Virginia 20026
Average retail price of electricity , West Virginia ,2002,5,6.43, West Virginia 20025
Average retail price of electricity , West Virginia ,2002,4,6.26, West Virginia 20024
Average retail price of electricity , West Virginia ,2002,3,6.14, West Virginia 20023
Average retail price of electricity , West Virginia ,2002,2,6.06, West Virginia 20022
Average retail price of electricity , West Virginia ,2002,1,6, West Virginia 20021
Average retail price of electricity , West Virginia ,2001,12,6.25, West Virginia 200112
Average retail price of electricity , West Virginia ,2001,11,6.41, West Virginia 200111
Average retail price of electricity , West Virginia ,2001,10,6.56, West Virginia 200110
Average retail price of electricity , West Virginia ,2001,9,6.28, West Virginia 20019
Average retail price of electricity , West Virginia ,2001,8,6.3, West Virginia 20018
Average retail price of electricity , West Virginia ,2001,7,6.38, West Virginia 20017
Average retail price of electricity , West Virginia ,2001,6,6.55, West Virginia 20016
Average retail price of electricity , West Virginia ,2001,5,6.53, West Virginia 20015
Average retail price of electricity , West Virginia ,2001,4,6.22, West Virginia 20014
Average retail price of electricity , West Virginia ,2001,3,6.21, West Virginia 20013
Average retail price of electricity , West Virginia ,2001,2,6.03, West Virginia 20012
Average retail price of electricity , West Virginia ,2001,1,5.9, West Virginia 20011
Average retail price of electricity , Wisconsin ,2017,7,14.65, Wisconsin 20177
Average retail price of electricity , Wisconsin ,2017,6,15.05, Wisconsin 20176
Average retail price of electricity , Wisconsin ,2017,5,15.35, Wisconsin 20175
Average retail price of electricity , Wisconsin ,2017,4,14.75, Wisconsin 20174
Average retail price of electricity , Wisconsin ,2017,3,14.51, Wisconsin 20173
Average retail price of electricity , Wisconsin ,2017,2,14.34, Wisconsin 20172
Average retail price of electricity , Wisconsin ,2017,1,14, Wisconsin 20171
Average retail price of electricity , Wisconsin ,2016,12,13.74, Wisconsin 201612
Average retail price of electricity , Wisconsin ,2016,11,14.4, Wisconsin 201611
Average retail price of electricity , Wisconsin ,2016,10,14.76, Wisconsin 201610
Average retail price of electricity , Wisconsin ,2016,9,14.77, Wisconsin 20169
Average retail price of electricity , Wisconsin ,2016,8,14.33, Wisconsin 20168
Average retail price of electricity , Wisconsin ,2016,7,14.54, Wisconsin 20167
Average retail price of electricity , Wisconsin ,2016,6,14.96, Wisconsin 20166
Average retail price of electricity , Wisconsin ,2016,5,14.98, Wisconsin 20165
Average retail price of electricity , Wisconsin ,2016,4,14.44, Wisconsin 20164
Average retail price of electricity , Wisconsin ,2016,3,14.23, Wisconsin 20163
Average retail price of electricity , Wisconsin ,2016,2,14.07, Wisconsin 20162
Average retail price of electricity , Wisconsin ,2016,1,13.75, Wisconsin 20161
Average retail price of electricity , Wisconsin ,2015,12,13.54, Wisconsin 201512
Average retail price of electricity , Wisconsin ,2015,11,13.93, Wisconsin 201511
Average retail price of electricity , Wisconsin ,2015,10,14.58, Wisconsin 201510
Average retail price of electricity , Wisconsin ,2015,9,14.57, Wisconsin 20159
Average retail price of electricity , Wisconsin ,2015,8,14.38, Wisconsin 20158
Average retail price of electricity , Wisconsin ,2015,7,14.37, Wisconsin 20157
Average retail price of electricity , Wisconsin ,2015,6,14.94, Wisconsin 20156
Average retail price of electricity , Wisconsin ,2015,5,14.56, Wisconsin 20155
Average retail price of electricity , Wisconsin ,2015,4,14.21, Wisconsin 20154
Average retail price of electricity , Wisconsin ,2015,3,13.69, Wisconsin 20153
Average retail price of electricity , Wisconsin ,2015,2,13.58, Wisconsin 20152
Average retail price of electricity , Wisconsin ,2015,1,13.46, Wisconsin 20151
Average retail price of electricity , Wisconsin ,2014,12,13.2, Wisconsin 201412
Average retail price of electricity , Wisconsin ,2014,11,13.59, Wisconsin 201411
Average retail price of electricity , Wisconsin ,2014,10,13.91, Wisconsin 201410
Average retail price of electricity , Wisconsin ,2014,9,14.4, Wisconsin 20149
Average retail price of electricity , Wisconsin ,2014,8,14.07, Wisconsin 20148
Average retail price of electricity , Wisconsin ,2014,7,14.32, Wisconsin 20147
Average retail price of electricity , Wisconsin ,2014,6,14.38, Wisconsin 20146
Average retail price of electricity , Wisconsin ,2014,5,14.03, Wisconsin 20145
Average retail price of electricity , Wisconsin ,2014,4,13.52, Wisconsin 20144
Average retail price of electricity , Wisconsin ,2014,3,13.09, Wisconsin 20143
Average retail price of electricity , Wisconsin ,2014,2,13.24, Wisconsin 20142
Average retail price of electricity , Wisconsin ,2014,1,12.86, Wisconsin 20141
Average retail price of electricity , Wisconsin ,2013,12,12.79, Wisconsin 201312
Average retail price of electricity , Wisconsin ,2013,11,13.47, Wisconsin 201311
Average retail price of electricity , Wisconsin ,2013,10,13.76, Wisconsin 201310
Average retail price of electricity , Wisconsin ,2013,9,14.07, Wisconsin 20139
Average retail price of electricity , Wisconsin ,2013,8,14.27, Wisconsin 20138
Average retail price of electricity , Wisconsin ,2013,7,14, Wisconsin 20137
Average retail price of electricity , Wisconsin ,2013,6,14.09, Wisconsin 20136
Average retail price of electricity , Wisconsin ,2013,5,13.73, Wisconsin 20135
Average retail price of electricity , Wisconsin ,2013,4,13.44, Wisconsin 20134
Average retail price of electricity , Wisconsin ,2013,3,13.18, Wisconsin 20133
Average retail price of electricity , Wisconsin ,2013,2,13.11, Wisconsin 20132
Average retail price of electricity , Wisconsin ,2013,1,12.96, Wisconsin 20131
Average retail price of electricity , Wisconsin ,2012,12,12.61, Wisconsin 201212
Average retail price of electricity , Wisconsin ,2012,11,13.16, Wisconsin 201211
Average retail price of electricity , Wisconsin ,2012,10,13.43, Wisconsin 201210
Average retail price of electricity , Wisconsin ,2012,9,13.83, Wisconsin 20129
Average retail price of electricity , Wisconsin ,2012,8,13.5, Wisconsin 20128
Average retail price of electricity , Wisconsin ,2012,7,13.28, Wisconsin 20127
Average retail price of electricity , Wisconsin ,2012,6,13.36, Wisconsin 20126
Average retail price of electricity , Wisconsin ,2012,5,13.35, Wisconsin 20125
