Category,Resource,State,Year,Month,Value(thousand tons),state_year_month
Total consumption , coal , Pacific Contiguous (total) ,2014,6,230.157, Pacific Contiguous (total) 20146
Total consumption , coal , Pacific Contiguous (total) ,2014,5,30.6, Pacific Contiguous (total) 20145
Total consumption , coal , Pacific Contiguous (total) ,2014,4,173.599, Pacific Contiguous (total) 20144
Total consumption , coal , Pacific Contiguous (total) ,2014,3,363.552, Pacific Contiguous (total) 20143
Total consumption , coal , Pacific Contiguous (total) ,2014,2,789.737, Pacific Contiguous (total) 20142
Total consumption , coal , Pacific Contiguous (total) ,2014,1,855.413, Pacific Contiguous (total) 20141
Total consumption , coal , Pacific Contiguous (total) ,2013,12,784.45, Pacific Contiguous (total) 201312
Total consumption , coal , Pacific Contiguous (total) ,2013,11,718.376, Pacific Contiguous (total) 201311
Total consumption , coal , Pacific Contiguous (total) ,2013,10,824.586, Pacific Contiguous (total) 201310
Total consumption , coal , Pacific Contiguous (total) ,2013,9,783.109, Pacific Contiguous (total) 20139
Total consumption , coal , Pacific Contiguous (total) ,2013,8,849.149, Pacific Contiguous (total) 20138
Total consumption , coal , Pacific Contiguous (total) ,2013,7,527.097, Pacific Contiguous (total) 20137
Total consumption , coal , Pacific Contiguous (total) ,2013,6,328.144, Pacific Contiguous (total) 20136
Total consumption , coal , Pacific Contiguous (total) ,2013,5,71.828, Pacific Contiguous (total) 20135
Total consumption , coal , Pacific Contiguous (total) ,2013,4,145.664, Pacific Contiguous (total) 20134
Total consumption , coal , Pacific Contiguous (total) ,2013,3,798.656, Pacific Contiguous (total) 20133
Total consumption , coal , Pacific Contiguous (total) ,2013,2,478.715, Pacific Contiguous (total) 20132
Total consumption , coal , Pacific Contiguous (total) ,2013,1,561.157, Pacific Contiguous (total) 20131
Total consumption , coal , Pacific Contiguous (total) ,2012,12,641.909, Pacific Contiguous (total) 201212
Total consumption , coal , Pacific Contiguous (total) ,2012,11,761.359, Pacific Contiguous (total) 201211
Total consumption , coal , Pacific Contiguous (total) ,2012,10,766.229, Pacific Contiguous (total) 201210
Total consumption , coal , Pacific Contiguous (total) ,2012,9,708.723, Pacific Contiguous (total) 20129
Total consumption , coal , Pacific Contiguous (total) ,2012,8,586.318, Pacific Contiguous (total) 20128
Total consumption , coal , Pacific Contiguous (total) ,2012,7,119.636, Pacific Contiguous (total) 20127
Total consumption , coal , Pacific Contiguous (total) ,2012,6,47.612, Pacific Contiguous (total) 20126
Total consumption , coal , Pacific Contiguous (total) ,2012,5,25.181, Pacific Contiguous (total) 20125
Total consumption , coal , Pacific Contiguous (total) ,2012,4,46.351, Pacific Contiguous (total) 20124
Total consumption , coal , Pacific Contiguous (total) ,2012,3,99.716, Pacific Contiguous (total) 20123
Total consumption , coal , Pacific Contiguous (total) ,2012,2,276.203, Pacific Contiguous (total) 20122
Total consumption , coal , Pacific Contiguous (total) ,2012,1,545.523, Pacific Contiguous (total) 20121
Total consumption , coal , Pacific Contiguous (total) ,2011,12,889.48, Pacific Contiguous (total) 201112
Total consumption , coal , Pacific Contiguous (total) ,2011,11,823.887, Pacific Contiguous (total) 201111
Total consumption , coal , Pacific Contiguous (total) ,2011,10,867.782, Pacific Contiguous (total) 201110
Total consumption , coal , Pacific Contiguous (total) ,2011,9,904.724, Pacific Contiguous (total) 20119
Total consumption , coal , Pacific Contiguous (total) ,2011,8,806.316, Pacific Contiguous (total) 20118
Total consumption , coal , Pacific Contiguous (total) ,2011,7,264.616, Pacific Contiguous (total) 20117
Total consumption , coal , Pacific Contiguous (total) ,2011,6,141.121, Pacific Contiguous (total) 20116
Total consumption , coal , Pacific Contiguous (total) ,2011,5,70.899, Pacific Contiguous (total) 20115
Total consumption , coal , Pacific Contiguous (total) ,2011,4,133.473, Pacific Contiguous (total) 20114
Total consumption , coal , Pacific Contiguous (total) ,2011,3,293.831, Pacific Contiguous (total) 20113
Total consumption , coal , Pacific Contiguous (total) ,2011,2,292.539, Pacific Contiguous (total) 20112
Total consumption , coal , Pacific Contiguous (total) ,2011,1,732.67, Pacific Contiguous (total) 20111
Total consumption , coal , Pacific Contiguous (total) ,2010,12,941.842, Pacific Contiguous (total) 201012
Total consumption , coal , Pacific Contiguous (total) ,2010,11,900.751, Pacific Contiguous (total) 201011
Total consumption , coal , Pacific Contiguous (total) ,2010,10,734.243, Pacific Contiguous (total) 201010
Total consumption , coal , Pacific Contiguous (total) ,2010,9,853.661, Pacific Contiguous (total) 20109
Total consumption , coal , Pacific Contiguous (total) ,2010,8,951.831, Pacific Contiguous (total) 20108
Total consumption , coal , Pacific Contiguous (total) ,2010,7,865.87, Pacific Contiguous (total) 20107
Total consumption , coal , Pacific Contiguous (total) ,2010,6,205.278, Pacific Contiguous (total) 20106
Total consumption , coal , Pacific Contiguous (total) ,2010,5,297.234, Pacific Contiguous (total) 20105
Total consumption , coal , Pacific Contiguous (total) ,2010,4,659.551, Pacific Contiguous (total) 20104
Total consumption , coal , Pacific Contiguous (total) ,2010,3,908.323, Pacific Contiguous (total) 20103
Total consumption , coal , Pacific Contiguous (total) ,2010,2,778.817, Pacific Contiguous (total) 20102
Total consumption , coal , Pacific Contiguous (total) ,2010,1,938.493, Pacific Contiguous (total) 20101
Total consumption , coal , Pacific Contiguous (total) ,2009,12,886.511, Pacific Contiguous (total) 200912
Total consumption , coal , Pacific Contiguous (total) ,2009,11,580.957, Pacific Contiguous (total) 200911
Total consumption , coal , Pacific Contiguous (total) ,2009,10,920.778, Pacific Contiguous (total) 200910
Total consumption , coal , Pacific Contiguous (total) ,2009,9,747.21, Pacific Contiguous (total) 20099
Total consumption , coal , Pacific Contiguous (total) ,2009,8,731.817, Pacific Contiguous (total) 20098
Total consumption , coal , Pacific Contiguous (total) ,2009,7,577.572, Pacific Contiguous (total) 20097
Total consumption , coal , Pacific Contiguous (total) ,2009,6,134.244, Pacific Contiguous (total) 20096
Total consumption , coal , Pacific Contiguous (total) ,2009,5,66.511, Pacific Contiguous (total) 20095
Total consumption , coal , Pacific Contiguous (total) ,2009,4,359.101, Pacific Contiguous (total) 20094
Total consumption , coal , Pacific Contiguous (total) ,2009,3,895.519, Pacific Contiguous (total) 20093
Total consumption , coal , Pacific Contiguous (total) ,2009,2,846.909, Pacific Contiguous (total) 20092
Total consumption , coal , Pacific Contiguous (total) ,2009,1,960.078, Pacific Contiguous (total) 20091
Total consumption , coal , Pacific Contiguous (total) ,2008,12,983.635, Pacific Contiguous (total) 200812
Total consumption , coal , Pacific Contiguous (total) ,2008,11,904.773, Pacific Contiguous (total) 200811
Total consumption , coal , Pacific Contiguous (total) ,2008,10,1004.833, Pacific Contiguous (total) 200810
Total consumption , coal , Pacific Contiguous (total) ,2008,9,914.153, Pacific Contiguous (total) 20089
Total consumption , coal , Pacific Contiguous (total) ,2008,8,823.82, Pacific Contiguous (total) 20088
Total consumption , coal , Pacific Contiguous (total) ,2008,7,801.333, Pacific Contiguous (total) 20087
Total consumption , coal , Pacific Contiguous (total) ,2008,6,275.792, Pacific Contiguous (total) 20086
Total consumption , coal , Pacific Contiguous (total) ,2008,5,266.299, Pacific Contiguous (total) 20085
Total consumption , coal , Pacific Contiguous (total) ,2008,4,624.723, Pacific Contiguous (total) 20084
Total consumption , coal , Pacific Contiguous (total) ,2008,3,854.075, Pacific Contiguous (total) 20083
Total consumption , coal , Pacific Contiguous (total) ,2008,2,855.434, Pacific Contiguous (total) 20082
Total consumption , coal , Pacific Contiguous (total) ,2008,1,829.25, Pacific Contiguous (total) 20081
Total consumption , coal , Pacific Contiguous (total) ,2007,12,888.073, Pacific Contiguous (total) 200712
Total consumption , coal , Pacific Contiguous (total) ,2007,11,875.102, Pacific Contiguous (total) 200711
Total consumption , coal , Pacific Contiguous (total) ,2007,10,852.723, Pacific Contiguous (total) 200710
Total consumption , coal , Pacific Contiguous (total) ,2007,9,880.329, Pacific Contiguous (total) 20079
Total consumption , coal , Pacific Contiguous (total) ,2007,8,936.754, Pacific Contiguous (total) 20078
Total consumption , coal , Pacific Contiguous (total) ,2007,7,894.156, Pacific Contiguous (total) 20077
Total consumption , coal , Pacific Contiguous (total) ,2007,6,737.402, Pacific Contiguous (total) 20076
Total consumption , coal , Pacific Contiguous (total) ,2007,5,404.397, Pacific Contiguous (total) 20075
Total consumption , coal , Pacific Contiguous (total) ,2007,4,677.768, Pacific Contiguous (total) 20074
Total consumption , coal , Pacific Contiguous (total) ,2007,3,602.916, Pacific Contiguous (total) 20073
Total consumption , coal , Pacific Contiguous (total) ,2007,2,683.371, Pacific Contiguous (total) 20072
Total consumption , coal , Pacific Contiguous (total) ,2007,1,786.472, Pacific Contiguous (total) 20071
Total consumption , coal , Pacific Contiguous (total) ,2006,12,857.503, Pacific Contiguous (total) 200612
Total consumption , coal , Pacific Contiguous (total) ,2006,11,797.631, Pacific Contiguous (total) 200611
Total consumption , coal , Pacific Contiguous (total) ,2006,10,891.555, Pacific Contiguous (total) 200610
Total consumption , coal , Pacific Contiguous (total) ,2006,9,658.649, Pacific Contiguous (total) 20069
Total consumption , coal , Pacific Contiguous (total) ,2006,8,713.858, Pacific Contiguous (total) 20068
Total consumption , coal , Pacific Contiguous (total) ,2006,7,741.268, Pacific Contiguous (total) 20067
Total consumption , coal , Pacific Contiguous (total) ,2006,6,84.908, Pacific Contiguous (total) 20066
Total consumption , coal , Pacific Contiguous (total) ,2006,5,81.35, Pacific Contiguous (total) 20065
Total consumption , coal , Pacific Contiguous (total) ,2006,4,173.686, Pacific Contiguous (total) 20064
Total consumption , coal , Pacific Contiguous (total) ,2006,3,561.038, Pacific Contiguous (total) 20063
Total consumption , coal , Pacific Contiguous (total) ,2006,2,445.113, Pacific Contiguous (total) 20062
Total consumption , coal , Pacific Contiguous (total) ,2006,1,466.022, Pacific Contiguous (total) 20061
Total consumption , coal , Pacific Contiguous (total) ,2005,12,653.756, Pacific Contiguous (total) 200512
Total consumption , coal , Pacific Contiguous (total) ,2005,11,700.057, Pacific Contiguous (total) 200511
Total consumption , coal , Pacific Contiguous (total) ,2005,10,934.309, Pacific Contiguous (total) 200510
Total consumption , coal , Pacific Contiguous (total) ,2005,9,950.501, Pacific Contiguous (total) 20059
Total consumption , coal , Pacific Contiguous (total) ,2005,8,951.642, Pacific Contiguous (total) 20058
Total consumption , coal , Pacific Contiguous (total) ,2005,7,930.676, Pacific Contiguous (total) 20057
Total consumption , coal , Pacific Contiguous (total) ,2005,6,880.797, Pacific Contiguous (total) 20056
Total consumption , coal , Pacific Contiguous (total) ,2005,5,320.383, Pacific Contiguous (total) 20055
Total consumption , coal , Pacific Contiguous (total) ,2005,4,882.246, Pacific Contiguous (total) 20054
Total consumption , coal , Pacific Contiguous (total) ,2005,3,951.964, Pacific Contiguous (total) 20053
Total consumption , coal , Pacific Contiguous (total) ,2005,2,840.901, Pacific Contiguous (total) 20052
Total consumption , coal , Pacific Contiguous (total) ,2005,1,974.017, Pacific Contiguous (total) 20051
Total consumption , coal , Pacific Contiguous (total) ,2004,12,887.783, Pacific Contiguous (total) 200412
Total consumption , coal , Pacific Contiguous (total) ,2004,11,907.493, Pacific Contiguous (total) 200411
Total consumption , coal , Pacific Contiguous (total) ,2004,10,986.005, Pacific Contiguous (total) 200410
Total consumption , coal , Pacific Contiguous (total) ,2004,9,945.719, Pacific Contiguous (total) 20049
Total consumption , coal , Pacific Contiguous (total) ,2004,8,923.265, Pacific Contiguous (total) 20048
Total consumption , coal , Pacific Contiguous (total) ,2004,7,670.47, Pacific Contiguous (total) 20047
Total consumption , coal , Pacific Contiguous (total) ,2004,6,524.187, Pacific Contiguous (total) 20046
Total consumption , coal , Pacific Contiguous (total) ,2004,5,321.026, Pacific Contiguous (total) 20045
Total consumption , coal , Pacific Contiguous (total) ,2004,4,879.036, Pacific Contiguous (total) 20044
Total consumption , coal , Pacific Contiguous (total) ,2004,3,938.01, Pacific Contiguous (total) 20043
Total consumption , coal , Pacific Contiguous (total) ,2004,2,920.118, Pacific Contiguous (total) 20042
Total consumption , coal , Pacific Contiguous (total) ,2004,1,976.409, Pacific Contiguous (total) 20041
Total consumption , coal , Pacific Contiguous (total) ,2003,12,965.292, Pacific Contiguous (total) 200312
Total consumption , coal , Pacific Contiguous (total) ,2003,11,933.359, Pacific Contiguous (total) 200311
Total consumption , coal , Pacific Contiguous (total) ,2003,10,990.018, Pacific Contiguous (total) 200310
Total consumption , coal , Pacific Contiguous (total) ,2003,9,887.107, Pacific Contiguous (total) 20039
Total consumption , coal , Pacific Contiguous (total) ,2003,8,987.406, Pacific Contiguous (total) 20038
Total consumption , coal , Pacific Contiguous (total) ,2003,7,925.876, Pacific Contiguous (total) 20037
Total consumption , coal , Pacific Contiguous (total) ,2003,6,848.149, Pacific Contiguous (total) 20036
Total consumption , coal , Pacific Contiguous (total) ,2003,5,630.438, Pacific Contiguous (total) 20035
Total consumption , coal , Pacific Contiguous (total) ,2003,4,791.072, Pacific Contiguous (total) 20034
Total consumption , coal , Pacific Contiguous (total) ,2003,3,956.338, Pacific Contiguous (total) 20033
Total consumption , coal , Pacific Contiguous (total) ,2003,2,854.566, Pacific Contiguous (total) 20032
Total consumption , coal , Pacific Contiguous (total) ,2003,1,963.704, Pacific Contiguous (total) 20031
Total consumption , coal , Pacific Contiguous (total) ,2002,12,1001.069, Pacific Contiguous (total) 200212
Total consumption , coal , Pacific Contiguous (total) ,2002,11,930.717, Pacific Contiguous (total) 200211
Total consumption , coal , Pacific Contiguous (total) ,2002,10,993.704, Pacific Contiguous (total) 200210
Total consumption , coal , Pacific Contiguous (total) ,2002,9,946.094, Pacific Contiguous (total) 20029
Total consumption , coal , Pacific Contiguous (total) ,2002,8,917.563, Pacific Contiguous (total) 20028
Total consumption , coal , Pacific Contiguous (total) ,2002,7,479.972, Pacific Contiguous (total) 20027
Total consumption , coal , Pacific Contiguous (total) ,2002,6,226, Pacific Contiguous (total) 20026
Total consumption , coal , Pacific Contiguous (total) ,2002,5,543.392, Pacific Contiguous (total) 20025
Total consumption , coal , Pacific Contiguous (total) ,2002,4,544.708, Pacific Contiguous (total) 20024
Total consumption , coal , Pacific Contiguous (total) ,2002,3,917.099, Pacific Contiguous (total) 20023
Total consumption , coal , Pacific Contiguous (total) ,2002,2,779.268, Pacific Contiguous (total) 20022
Total consumption , coal , Pacific Contiguous (total) ,2002,1,970.852, Pacific Contiguous (total) 20021
Total consumption , coal , Pacific Contiguous (total) ,2001,12,941.434, Pacific Contiguous (total) 200112
Total consumption , coal , Pacific Contiguous (total) ,2001,11,876.386, Pacific Contiguous (total) 200111
Total consumption , coal , Pacific Contiguous (total) ,2001,10,780.461, Pacific Contiguous (total) 200110
Total consumption , coal , Pacific Contiguous (total) ,2001,9,802.422, Pacific Contiguous (total) 20019
Total consumption , coal , Pacific Contiguous (total) ,2001,8,913.056, Pacific Contiguous (total) 20018
Total consumption , coal , Pacific Contiguous (total) ,2001,7,826.609, Pacific Contiguous (total) 20017
Total consumption , coal , Pacific Contiguous (total) ,2001,6,605.417, Pacific Contiguous (total) 20016
Total consumption , coal , Pacific Contiguous (total) ,2001,5,491.814, Pacific Contiguous (total) 20015
Total consumption , coal , Pacific Contiguous (total) ,2001,4,710.435, Pacific Contiguous (total) 20014
Total consumption , coal , Pacific Contiguous (total) ,2001,3,828.274, Pacific Contiguous (total) 20013
Total consumption , coal , Pacific Contiguous (total) ,2001,2,775.75, Pacific Contiguous (total) 20012
Total consumption , coal , Pacific Contiguous (total) ,2001,1,836.947, Pacific Contiguous (total) 20011
Total consumption , coal , Pacific Noncontiguous (total) ,2017,7,125.022, Pacific Noncontiguous (total) 20177
Total consumption , coal , Pacific Noncontiguous (total) ,2017,6,95.57, Pacific Noncontiguous (total) 20176
Total consumption , coal , Pacific Noncontiguous (total) ,2017,5,111.718, Pacific Noncontiguous (total) 20175
Total consumption , coal , Pacific Noncontiguous (total) ,2017,4,99.391, Pacific Noncontiguous (total) 20174
Total consumption , coal , Pacific Noncontiguous (total) ,2017,3,117.353, Pacific Noncontiguous (total) 20173
Total consumption , coal , Pacific Noncontiguous (total) ,2017,2,98.786, Pacific Noncontiguous (total) 20172
Total consumption , coal , Pacific Noncontiguous (total) ,2017,1,94.635, Pacific Noncontiguous (total) 20171
Total consumption , coal , Pacific Noncontiguous (total) ,2016,12,121.855, Pacific Noncontiguous (total) 201612
Total consumption , coal , Pacific Noncontiguous (total) ,2016,11,113.099, Pacific Noncontiguous (total) 201611
Total consumption , coal , Pacific Noncontiguous (total) ,2016,10,108.151, Pacific Noncontiguous (total) 201610
Total consumption , coal , Pacific Noncontiguous (total) ,2016,9,107.732, Pacific Noncontiguous (total) 20169
Total consumption , coal , Pacific Noncontiguous (total) ,2016,8,113.237, Pacific Noncontiguous (total) 20168
Total consumption , coal , Pacific Noncontiguous (total) ,2016,7,109.939, Pacific Noncontiguous (total) 20167
Total consumption , coal , Pacific Noncontiguous (total) ,2016,6,98.379, Pacific Noncontiguous (total) 20166
Total consumption , coal , Pacific Noncontiguous (total) ,2016,5,103.555, Pacific Noncontiguous (total) 20165
Total consumption , coal , Pacific Noncontiguous (total) ,2016,4,85.996, Pacific Noncontiguous (total) 20164
Total consumption , coal , Pacific Noncontiguous (total) ,2016,3,126.308, Pacific Noncontiguous (total) 20163
Total consumption , coal , Pacific Noncontiguous (total) ,2016,2,140.073, Pacific Noncontiguous (total) 20162
Total consumption , coal , Pacific Noncontiguous (total) ,2016,1,135.327, Pacific Noncontiguous (total) 20161
Total consumption , coal , Pacific Noncontiguous (total) ,2015,12,150.288, Pacific Noncontiguous (total) 201512
Total consumption , coal , Pacific Noncontiguous (total) ,2015,11,134.75, Pacific Noncontiguous (total) 201511
Total consumption , coal , Pacific Noncontiguous (total) ,2015,10,139.161, Pacific Noncontiguous (total) 201510
Total consumption , coal , Pacific Noncontiguous (total) ,2015,9,130.654, Pacific Noncontiguous (total) 20159
Total consumption , coal , Pacific Noncontiguous (total) ,2015,8,123.234, Pacific Noncontiguous (total) 20158
Total consumption , coal , Pacific Noncontiguous (total) ,2015,7,119.082, Pacific Noncontiguous (total) 20157
Total consumption , coal , Pacific Noncontiguous (total) ,2015,6,109.913, Pacific Noncontiguous (total) 20156
Total consumption , coal , Pacific Noncontiguous (total) ,2015,5,99.166, Pacific Noncontiguous (total) 20155
Total consumption , coal , Pacific Noncontiguous (total) ,2015,4,73.458, Pacific Noncontiguous (total) 20154
Total consumption , coal , Pacific Noncontiguous (total) ,2015,3,126.694, Pacific Noncontiguous (total) 20153
Total consumption , coal , Pacific Noncontiguous (total) ,2015,2,112.329, Pacific Noncontiguous (total) 20152
Total consumption , coal , Pacific Noncontiguous (total) ,2015,1,109.154, Pacific Noncontiguous (total) 20151
Total consumption , coal , Pacific Noncontiguous (total) ,2014,12,127.315, Pacific Noncontiguous (total) 201412
Total consumption , coal , Pacific Noncontiguous (total) ,2014,11,123.923, Pacific Noncontiguous (total) 201411
Total consumption , coal , Pacific Noncontiguous (total) ,2014,10,120.683, Pacific Noncontiguous (total) 201410
Total consumption , coal , Pacific Noncontiguous (total) ,2014,9,114.541, Pacific Noncontiguous (total) 20149
Total consumption , coal , Pacific Noncontiguous (total) ,2014,8,111.861, Pacific Noncontiguous (total) 20148
Total consumption , coal , Pacific Noncontiguous (total) ,2014,7,112.876, Pacific Noncontiguous (total) 20147
Total consumption , coal , Pacific Noncontiguous (total) ,2014,6,107.743, Pacific Noncontiguous (total) 20146
Total consumption , coal , Pacific Noncontiguous (total) ,2014,5,120.12, Pacific Noncontiguous (total) 20145
Total consumption , coal , Pacific Noncontiguous (total) ,2014,4,120.686, Pacific Noncontiguous (total) 20144
Total consumption , coal , Pacific Noncontiguous (total) ,2014,3,121.73, Pacific Noncontiguous (total) 20143
Total consumption , coal , Pacific Noncontiguous (total) ,2014,2,110.229, Pacific Noncontiguous (total) 20142
Total consumption , coal , Pacific Noncontiguous (total) ,2014,1,132.493, Pacific Noncontiguous (total) 20141
Total consumption , coal , Pacific Noncontiguous (total) ,2013,12,102.72, Pacific Noncontiguous (total) 201312
Total consumption , coal , Pacific Noncontiguous (total) ,2013,11,98.577, Pacific Noncontiguous (total) 201311
Total consumption , coal , Pacific Noncontiguous (total) ,2013,10,93.664, Pacific Noncontiguous (total) 201310
Total consumption , coal , Pacific Noncontiguous (total) ,2013,9,100.487, Pacific Noncontiguous (total) 20139
Total consumption , coal , Pacific Noncontiguous (total) ,2013,8,100.981, Pacific Noncontiguous (total) 20138
Total consumption , coal , Pacific Noncontiguous (total) ,2013,7,101.938, Pacific Noncontiguous (total) 20137
Total consumption , coal , Pacific Noncontiguous (total) ,2013,6,99.075, Pacific Noncontiguous (total) 20136
Total consumption , coal , Pacific Noncontiguous (total) ,2013,5,85.393, Pacific Noncontiguous (total) 20135
Total consumption , coal , Pacific Noncontiguous (total) ,2013,4,82.064, Pacific Noncontiguous (total) 20134
Total consumption , coal , Pacific Noncontiguous (total) ,2013,3,76.987, Pacific Noncontiguous (total) 20133
Total consumption , coal , Pacific Noncontiguous (total) ,2013,2,69.388, Pacific Noncontiguous (total) 20132
Total consumption , coal , Pacific Noncontiguous (total) ,2013,1,80.434, Pacific Noncontiguous (total) 20131
Total consumption , coal , Pacific Noncontiguous (total) ,2012,12,103.353, Pacific Noncontiguous (total) 201212
Total consumption , coal , Pacific Noncontiguous (total) ,2012,11,99.42, Pacific Noncontiguous (total) 201211
Total consumption , coal , Pacific Noncontiguous (total) ,2012,10,98.506, Pacific Noncontiguous (total) 201210
Total consumption , coal , Pacific Noncontiguous (total) ,2012,9,99.247, Pacific Noncontiguous (total) 20129
Total consumption , coal , Pacific Noncontiguous (total) ,2012,8,101.563, Pacific Noncontiguous (total) 20128
Total consumption , coal , Pacific Noncontiguous (total) ,2012,7,101.713, Pacific Noncontiguous (total) 20127
Total consumption , coal , Pacific Noncontiguous (total) ,2012,6,99.034, Pacific Noncontiguous (total) 20126
Total consumption , coal , Pacific Noncontiguous (total) ,2012,5,95.466, Pacific Noncontiguous (total) 20125
Total consumption , coal , Pacific Noncontiguous (total) ,2012,4,93.566, Pacific Noncontiguous (total) 20124
Total consumption , coal , Pacific Noncontiguous (total) ,2012,3,94.509, Pacific Noncontiguous (total) 20123
Total consumption , coal , Pacific Noncontiguous (total) ,2012,2,94.615, Pacific Noncontiguous (total) 20122
Total consumption , coal , Pacific Noncontiguous (total) ,2012,1,99.701, Pacific Noncontiguous (total) 20121
Total consumption , coal , Pacific Noncontiguous (total) ,2011,12,69.093, Pacific Noncontiguous (total) 201112
Total consumption , coal , Pacific Noncontiguous (total) ,2011,11,89.246, Pacific Noncontiguous (total) 201111
Total consumption , coal , Pacific Noncontiguous (total) ,2011,10,92.576, Pacific Noncontiguous (total) 201110
Total consumption , coal , Pacific Noncontiguous (total) ,2011,9,89.675, Pacific Noncontiguous (total) 20119
Total consumption , coal , Pacific Noncontiguous (total) ,2011,8,106.469, Pacific Noncontiguous (total) 20118
Total consumption , coal , Pacific Noncontiguous (total) ,2011,7,105.88, Pacific Noncontiguous (total) 20117
Total consumption , coal , Pacific Noncontiguous (total) ,2011,6,98.867, Pacific Noncontiguous (total) 20116
Total consumption , coal , Pacific Noncontiguous (total) ,2011,5,97.929, Pacific Noncontiguous (total) 20115
Total consumption , coal , Pacific Noncontiguous (total) ,2011,4,98.14, Pacific Noncontiguous (total) 20114
Total consumption , coal , Pacific Noncontiguous (total) ,2011,3,90.056, Pacific Noncontiguous (total) 20113
Total consumption , coal , Pacific Noncontiguous (total) ,2011,2,94.919, Pacific Noncontiguous (total) 20112
Total consumption , coal , Pacific Noncontiguous (total) ,2011,1,100.824, Pacific Noncontiguous (total) 20111
Total consumption , coal , Pacific Noncontiguous (total) ,2010,12,104.414, Pacific Noncontiguous (total) 201012
Total consumption , coal , Pacific Noncontiguous (total) ,2010,11,101.61, Pacific Noncontiguous (total) 201011
Total consumption , coal , Pacific Noncontiguous (total) ,2010,10,104.477, Pacific Noncontiguous (total) 201010
Total consumption , coal , Pacific Noncontiguous (total) ,2010,9,99.963, Pacific Noncontiguous (total) 20109
Total consumption , coal , Pacific Noncontiguous (total) ,2010,8,96.759, Pacific Noncontiguous (total) 20108
Total consumption , coal , Pacific Noncontiguous (total) ,2010,7,100.126, Pacific Noncontiguous (total) 20107
Total consumption , coal , Pacific Noncontiguous (total) ,2010,6,100.064, Pacific Noncontiguous (total) 20106
Total consumption , coal , Pacific Noncontiguous (total) ,2010,5,75.663, Pacific Noncontiguous (total) 20105
Total consumption , coal , Pacific Noncontiguous (total) ,2010,4,79.781, Pacific Noncontiguous (total) 20104
Total consumption , coal , Pacific Noncontiguous (total) ,2010,3,100.533, Pacific Noncontiguous (total) 20103
Total consumption , coal , Pacific Noncontiguous (total) ,2010,2,90.308, Pacific Noncontiguous (total) 20102
Total consumption , coal , Pacific Noncontiguous (total) ,2010,1,98.578, Pacific Noncontiguous (total) 20101
Total consumption , coal , Pacific Noncontiguous (total) ,2009,12,110.96, Pacific Noncontiguous (total) 200912
Total consumption , coal , Pacific Noncontiguous (total) ,2009,11,106.523, Pacific Noncontiguous (total) 200911
Total consumption , coal , Pacific Noncontiguous (total) ,2009,10,108.896, Pacific Noncontiguous (total) 200910
Total consumption , coal , Pacific Noncontiguous (total) ,2009,9,100.869, Pacific Noncontiguous (total) 20099
Total consumption , coal , Pacific Noncontiguous (total) ,2009,8,105.251, Pacific Noncontiguous (total) 20098
Total consumption , coal , Pacific Noncontiguous (total) ,2009,7,104.385, Pacific Noncontiguous (total) 20097
Total consumption , coal , Pacific Noncontiguous (total) ,2009,6,100.621, Pacific Noncontiguous (total) 20096
Total consumption , coal , Pacific Noncontiguous (total) ,2009,5,98.945, Pacific Noncontiguous (total) 20095
Total consumption , coal , Pacific Noncontiguous (total) ,2009,4,89.246, Pacific Noncontiguous (total) 20094
Total consumption , coal , Pacific Noncontiguous (total) ,2009,3,109.07, Pacific Noncontiguous (total) 20093
Total consumption , coal , Pacific Noncontiguous (total) ,2009,2,93.234, Pacific Noncontiguous (total) 20092
Total consumption , coal , Pacific Noncontiguous (total) ,2009,1,98.926, Pacific Noncontiguous (total) 20091
Total consumption , coal , Pacific Noncontiguous (total) ,2008,12,110.589, Pacific Noncontiguous (total) 200812
Total consumption , coal , Pacific Noncontiguous (total) ,2008,11,107.475, Pacific Noncontiguous (total) 200811
Total consumption , coal , Pacific Noncontiguous (total) ,2008,10,101.98, Pacific Noncontiguous (total) 200810
Total consumption , coal , Pacific Noncontiguous (total) ,2008,9,102.124, Pacific Noncontiguous (total) 20089
Total consumption , coal , Pacific Noncontiguous (total) ,2008,8,107.444, Pacific Noncontiguous (total) 20088
Total consumption , coal , Pacific Noncontiguous (total) ,2008,7,106.697, Pacific Noncontiguous (total) 20087
Total consumption , coal , Pacific Noncontiguous (total) ,2008,6,103.656, Pacific Noncontiguous (total) 20086
Total consumption , coal , Pacific Noncontiguous (total) ,2008,5,106.696, Pacific Noncontiguous (total) 20085
Total consumption , coal , Pacific Noncontiguous (total) ,2008,4,104.885, Pacific Noncontiguous (total) 20084
Total consumption , coal , Pacific Noncontiguous (total) ,2008,3,107.515, Pacific Noncontiguous (total) 20083
Total consumption , coal , Pacific Noncontiguous (total) ,2008,2,100.317, Pacific Noncontiguous (total) 20082
Total consumption , coal , Pacific Noncontiguous (total) ,2008,1,105.493, Pacific Noncontiguous (total) 20081
Total consumption , coal , Pacific Noncontiguous (total) ,2007,12,112.35, Pacific Noncontiguous (total) 200712
Total consumption , coal , Pacific Noncontiguous (total) ,2007,11,106.264, Pacific Noncontiguous (total) 200711
Total consumption , coal , Pacific Noncontiguous (total) ,2007,10,73.253, Pacific Noncontiguous (total) 200710
Total consumption , coal , Pacific Noncontiguous (total) ,2007,9,113.455, Pacific Noncontiguous (total) 20079
